kind,id,classe,nfac,area_mm2,rmin_mm,rmax_mm,length_mm,zmin_mm,zmax_mm,n_er,n_z,orient,azimut_deg
component,21,peripherique,1,0.8198,7.7169,8.6051,0.8882,0.0000,0.9930,0.3191,0.7909,horizontale,125.5
component,22,peripherique,1,0.7154,6.1211,7.0106,0.8894,0.0000,1.1034,0.3566,0.6105,horizontale,32.5
component,23,peripherique,1,1.2717,10.1259,11.1878,1.0619,4.8813,6.0167,0.5270,0.7218,horizontale,11.9
component,24,peripherique,1,0.6428,8.5403,9.7745,1.2342,3.3825,3.9581,0.3199,0.9160,horizontale,-150.6
component,25,peripherique,1,0.9335,8.6301,9.9529,1.3228,6.5675,7.7041,0.4259,0.8125,horizontale,-76.2
component,26,peripherique,1,3.8058,9.5155,12.1876,2.6721,7.9345,9.9847,0.4778,0.7778,horizontale,75.8
component,27,peripherique,1,0.6823,8.2369,9.6291,1.3923,4.9044,5.5523,0.2677,0.8588,horizontale,77.2
component,28,peripherique,1,0.6226,8.6162,9.4411,0.8249,5.5303,6.7304,0.8501,0.4513,conique,28.8
component,29,peripherique,1,0.9191,7.4129,9.2429,1.8300,7.8938,8.8566,0.1061,0.6707,horizontale,-162.8
component,30,peripherique,1,0.6450,6.4824,7.6260,1.1436,9.0080,9.8865,0.2358,0.6481,horizontale,58.9
component,31,peripherique,1,2.2761,9.6850,11.2752,1.5902,5.5774,8.7934,0.2285,0.1618,radiale,28.4
component,32,peripherique,1,3.6880,11.4794,13.8441,2.3648,7.3768,9.7212,0.0042,0.6485,horizontale,-11.3
component,33,peripherique,1,0.9583,9.4093,11.4806,2.0713,7.3306,8.0436,0.2778,0.7946,horizontale,-5.7
component,34,peripherique,1,1.6051,8.9981,11.5385,2.5404,8.0112,8.5557,0.2065,0.9777,horizontale,4.4
component,35,peripherique,1,2.7424,18.3410,20.7514,2.4103,16.2573,18.2891,0.1035,0.4887,radiale,-96.4
component,36,peripherique,1,0.7210,6.2500,7.5467,1.2967,4.2454,4.5082,0.1032,0.9679,horizontale,-61.1
component,37,peripherique,1,3.3652,12.9792,16.0988,3.1195,9.5649,11.8418,0.0452,0.4390,radiale,-115.8
component,38,peripherique,1,0.6787,7.0686,7.8887,0.8201,3.5304,4.8978,0.5876,0.0089,conique,-100.9
component,39,peripherique,1,0.8285,8.1503,9.8165,1.6661,6.1655,6.9044,0.1105,0.7946,horizontale,118.4
component,40,peripherique,1,0.7100,6.3390,7.5874,1.2484,2.1297,2.4044,0.0609,0.9796,horizontale,-125.9
component,41,peripherique,1,0.5880,7.9971,9.0942,1.0972,4.6895,5.6547,0.3672,0.4996,conique,-124.5
component,42,peripherique,1,0.7283,8.8880,9.7933,0.9053,6.1655,7.7463,0.3737,0.3879,conique,159.2
component,43,peripherique,1,0.8488,7.0855,8.4996,1.4141,1.3290,1.6080,0.1982,0.9768,horizontale,112.7
component,44,peripherique,1,0.6533,9.0089,10.2235,1.2146,4.4131,5.0952,0.3797,0.6825,horizontale,-167.1
component,45,peripherique,1,0.6667,8.9729,10.3175,1.3446,4.6140,5.5059,0.3655,0.7360,horizontale,-97.3
component,46,peripherique,1,0.6566,8.4512,9.5864,1.1351,3.9812,4.2792,0.2436,0.9649,horizontale,-98.6
component,47,peripherique,1,0.6677,7.9469,9.6767,1.7298,5.6174,6.1168,0.2785,0.9602,horizontale,-56.3
component,48,peripherique,1,0.5759,8.0980,9.0542,0.9562,5.0450,5.3290,0.2872,0.9566,horizontale,-5.0
component,49,peripherique,1,0.6445,7.3263,8.5900,1.2637,3.1767,4.1503,0.6172,0.7851,horizontale,-159.5
component,50,peripherique,1,0.6194,8.5296,9.9688,1.4392,3.3444,3.6016,0.1639,0.9831,horizontale,-69.6
component,51,centrale,1,4.0328,4.4226,7.0466,2.6240,16.3885,18.2662,0.4699,0.7632,horizontale,-136.4
component,52,peripherique,1,4.3575,20.5512,24.7044,4.1532,8.1823,11.1275,0.2812,0.3707,radiale,176.6
component,53,peripherique,1,0.5841,8.5002,9.5855,1.0853,4.8786,5.9230,0.4000,0.0235,conique,57.7
component,54,peripherique,1,1.0643,9.4728,10.5332,1.0603,6.8601,8.4519,0.8606,0.4193,conique,162.8
component,55,peripherique,1,3.4366,12.9002,16.0543,3.1541,14.6251,16.9890,0.0871,0.0863,radiale,165.5
component,56,centrale,1,2.0404,4.0355,6.0662,2.0306,14.5017,16.0540,0.1531,0.7517,horizontale,26.5
component,57,peripherique,1,0.4761,7.1736,7.9969,0.8233,8.4886,8.9226,0.5913,0.7238,horizontale,-98.3
component,58,peripherique,1,0.4916,8.2598,9.3332,1.0735,3.8015,4.4259,0.1326,0.7470,horizontale,-76.4
component,59,peripherique,1,4.1696,10.4328,12.4001,1.9673,13.1476,15.3656,0.7587,0.6301,horizontale,-177.8
arm,0,bras,3627,5099.8503,3.8480,30.2003,26.3523,0.0000,35.9532,0.3890,0.4572,conique,-47.9
arm,1,bras,6,3.8510,5.6501,7.2314,1.5814,0.0000,1.0684,0.4651,0.5201,conique,-83.5
arm,2,bras,2,1.2174,5.5861,7.0868,1.5007,0.0000,1.0383,0.4950,0.3466,conique,-25.0
arm,3,bras,2,1.2435,5.5557,6.5160,0.9603,0.0000,1.0436,0.6971,0.6274,horizontale,145.1
arm,4,bras,2,1.8385,6.0340,7.7694,1.7355,0.9842,1.4728,0.0845,0.9445,horizontale,-130.9
arm,5,bras,2,1.7448,5.2032,6.6229,1.4197,1.6080,3.2496,0.4151,0.5217,conique,-80.6
arm,6,bras,2,1.3782,5.7520,6.7371,0.9851,9.7868,10.9938,0.4188,0.5825,conique,52.5
arm,7,bras,1,0.5844,5.9114,6.1680,0.2565,0.0000,1.0383,0.9777,0.2098,conique,-30.3
arm,8,bras,1,0.5707,5.6146,6.8587,1.2440,0.0000,0.8548,0.4455,0.5296,conique,-135.3
arm,9,bras,1,0.8963,5.4931,6.4812,0.9881,0.0000,1.6080,0.0470,0.4547,radiale,115.8
arm,10,bras,1,0.8697,5.4961,6.7115,1.2153,0.0000,1.3177,0.5871,0.4697,conique,77.9
arm,11,bras,1,0.7775,5.4134,6.6182,1.2048,8.4750,9.3263,0.2211,0.8538,horizontale,-10.6
arm,12,bras,1,0.5113,5.4876,6.4381,0.9506,1.6080,2.4868,0.5082,0.6043,horizontale,109.7
arm,13,bras,1,3.0789,5.0530,6.8228,1.7697,14.4017,16.6523,0.7606,0.5985,conique,-143.2
arm,14,bras,1,0.5581,5.8224,7.4384,1.6160,9.2980,9.8051,0.3301,0.6089,horizontale,102.5
arm,15,bras,1,2.4251,6.0762,8.4825,2.4063,16.7484,17.7874,0.2522,0.8771,horizontale,109.9
